,0,1,2
2512,half-flip,On tax increases.,"By Warren Fiske • March 19, 2019"
2513,false,"Florida drivers who have their cell phones ""in hand"" can be ticketed $250 and sent to ""driving school.""","By Samantha Putterman • March 18, 2019"
2514,mostly-true,"""We pay far more for health care than any other country in the world, yet we have far worse outcomes than any other country in the world.""","By Tom Kertscher • March 18, 2019"
2515,barely-true,"Says that ""despite the tremendous amounts of money that have gone into it, only 400 family (housing) units have been created"" in the last 12 years through Chicago’s Affordable Requirements Ordinance.","By Kiannah Sepeda-Miller • March 17, 2019"
2516,half-true,"Says the University of Missouri ""has been cleared of involvement"" in academic fraud involving student athletes.","By Laura Murgatroyd • March 16, 2019"
2517,mostly-true,"I received ""more votes from young people — black, white, Latino, Asian American and Native American — than Donald Trump and Hillary Clinton combined.""","By Kit Norton • March 15, 2019"
2518,mostly-true,"""Seismic airgun blasting (used for energy exploration) is ... 16,000 times louder than"" a conventional airhorn.","By Jon Greenberg • March 15, 2019"
2519,pants-fire,"A photograph shows Beto O’Rourke nearly nude with the words ""feminist,"" ""atheist"" and ""slut"" on his body.","By Ciara O'Rourke • March 15, 2019"
2520,pants-fire,"Says Prince invested in Nike in 1971, recruited Michael Jordan to the company in 1983 and designed the first Air Jordans.","By Samantha Putterman • March 15, 2019"
2521,false,"""Democrats have forced a special election""","By Paul Specht • March 15, 2019"
2522,half-true,"The sports betting bill would create ""$12.5 million to $30.9 million in additional revenue for the state""","By Zara McDowell-Barker • March 14, 2019"
2523,pants-fire,"Says Paul Manafort’s sentencing judge, Amy Berman Jackson, ""conceded that there was absolutely no evidence of any Russian collusion in this case. So that makes two courts. Two courts have ruled no evidence of any collusion with any Russians.""","By Louis Jacobson • March 14, 2019"
2524,half-true,"""The schools in my district don't have a kitchen.""","By Gaëlle Fournier • March 14, 2019"
2525,pants-fire,A photograph shows Joe Biden engaging in disturbing behavior with a boy.,"By Ciara O'Rourke • March 14, 2019"
2526,barely-true,"Says Beto O'Rourke's ""father-in-law, a billionaire real estate developer who bankrolled a Super PAC to buy Beto a congressional seat…""","By Madlin Mekelburg • March 14, 2019"
2527,mostly-true,"Says Beto O’Rourke crashed into barriers, ""causing a collision while driving drunk, then fleeing the scene to avoid accountability.""","By Madlin Mekelburg • March 14, 2019"
2528,mostly-true,"Says Beto O’Rourke perpetuated stereotypes, ""casting aspersions on working women whose ‘only qualifications seemed to be large breasts and tight buttocks’.""","By Madlin Mekelburg • March 14, 2019"
2529,half-true,"Says Beto O’Rourke did his father-in-law’s ""bidding on the El Paso City Council, pushing a downtown redevelopment scheme to bulldoze a poor Hispanic neighborhood while enriching developers like his father-in-law.""","By Madlin Mekelburg • March 14, 2019"
2530,true,"California has ""the largest death row in the Western Hemisphere, the largest death row in the United States of America — two times the size of the next largest state: Florida.""","By Chris Nichols • March 13, 2019"
2531,half-true,"""Job growth and stock growth for the first two years of Trump are down from where they were (during the) last two years of Obama.""","By Louis Jacobson • March 13, 2019"
2532,mostly-true,"""We have developed a wind industry (in Washington state) from zero to $6 billion in 12 years.""","By John Kruzel • March 13, 2019"
2533,false,"Says HR 1 would ""legalize"" the kind of fraud found in North Carolina","By Paul Specht • March 13, 2019"
2534,barely-true,"Says Thomas Jefferson drafted the Declaration of Independence on hemp paper, grew and smoked marijuana, and said ""hemp is of first necessity to the wealth and protection of the country.""","By Samantha Putterman • March 13, 2019"
2535,barely-true,"In-state tuition available ""for non-U.S. citizens after three years … veterans have to wait five years.""","By Eric Litke • March 13, 2019"
2536,pants-fire,"Says Alexandria Ocasio-Cortez said, ""We’ll never have to worry about China attacking us! They are 12 hours ahead, so we’ll have plenty of time to shoot down their missiles!""","By Ciara O'Rourke • March 13, 2019"
2537,false,"Says 228 House Democrats voted ""to allow illegal aliens to have right to vote""","By Amy Sherman • March 13, 2019"
2538,mostly-true,"""Women earn on average 80-cents on the dollar compared to white men doing similar jobs.""","By Warren Fiske • March 13, 2019"
2539,true,"The Boeing 737 Max 8, the type of plane that crashed in Ethiopia, continues to fly in the United States, despite the FAA saying ""software updates are likely coming.""","By Jon Greenberg • March 12, 2019"
2540,half-flip,On phasing out the private-school voucher program in his first budget,"By Mica Soellner • March 12, 2019"
2541,false,"""At $93 trillion, the Green New Deal would cost more than the entire recorded spending of the U.S. since the Constitution went into effect in 1789.""","By Tom Kertscher • March 12, 2019"
2542,false,"Says Sinclair Lewis said, ""When fascism comes to America, it will be wrapped in the flag and carrying a cross.""","By Ciara O'Rourke • March 12, 2019"
2543,pants-fire,"Says Alexandria Ocasio-Cortez ""was fired from ‘Hot Dog On A Stick’ in 2008 — for incompetence.""","By Ciara O'Rourke • March 12, 2019"
2544,half-true,"Says Michelle Obama ""had a staff of 23"" while Melania Trump ""has a staff of 4.""","By Louis Jacobson • March 12, 2019"
2545,mostly-true,"""In February alone there were enough illegal immigrants who crossed the border to fill this (Kansas City Chiefs’ Arrowhead) stadium.""","By Miriam Valverde • March 12, 2019"
2546,mostly-true,"""Trump's campaign manager, Paul Manafort, commits bank and tax fraud and gets 47 months. A homeless man, Fate Winslow, helped sell $20 of pot and got life in prison.""","By Jon Greenberg • March 11, 2019"
2547,mostly-true,"Says Arrowhead Stadium ""is considered the loudest stadium in the world.""","By Adam Reckamp • March 11, 2019"
2548,pants-fire,"Says President Theodore Roosevelt said ""To anger a conservative, lie to him. To anger a liberal, tell him the truth.""","By Samantha Putterman • March 11, 2019"
2549,mostly-true,Says the percentage of officers the Chicago Police Board fired after hearing their cases or who chose to resign prior to a board hearing roughly doubled during her tenure.,"By Kiannah Sepeda-Miller • March 10, 2019"
2550,barely-true,"""Almost every day another 9/11 survivor or responder dies from a 9/11-related cancer.""","By Jill Terreri Ramos • March 9, 2019"
2551,mostly-true,"""On a per capita basis, Irving-Las Colinas has more Fortune 500 companies than any city in the United States of America.""","By Madlin Mekelburg • March 9, 2019"
2552,mostly-true,"""The forest fires were so grotesque last year that we had the worst air in the world in Washington.""","By Tom Kertscher • March 8, 2019"
2553,pants-fire,"When Congress sought documents from President Barack Obama, the White House ""didn’t do anything. They didn’t give one letter of the request. Many requests were made. They didn’t give a letter.""","By Louis Jacobson • March 8, 2019"
2554,false,"Says Winston Churchill said, ""When you’re 20, you care what everyone thinks, when you’re 40 you stop caring what everyone thinks, when you’re 60, you realize no one was ever thinking about you in the first place.""","By Ciara O'Rourke • March 8, 2019"
2555,barely-true,"Says NC absentee voters have ""no way"" to know if ballots are delivered","By Paul Specht • March 7, 2019"
2556,half-true,"Says Beto O’Rourke and Sen. Kirsten Gillibrand ""have both said they would tear down the wall if elected president.""","By Miriam Valverde • March 7, 2019"
2557,true,"""Since 2011, the gap in high school graduation rates between African-American students and all students has been cut in half, from 6.4 percent to 3.1 percent.""","By Bill McCarthy • March 7, 2019"
2558,barely-true,"""I’ve already traveled to Washington, D.C., and secured a historic commitment from the Trump administration to provide assistance to the communities that Michael battered.""","By Amy Sherman • March 7, 2019"
2559,pants-fire,An HIV-positive Cadbury worker has been arrested after contaminating products with his blood.,"By Samantha Putterman • March 7, 2019"
2560,true,"""We maintain this (Missouri highway) system with one of the lowest levels of funding in the country.""","By Sidney Steele • March 7, 2019"
2561,mostly-true,Facebook video purports to show man flying a hoverboard at over 103 miles per hour.,"By Jon Greenberg • March 7, 2019"
2562,barely-true,"""Tax revenue went up, actually, $14 billion last year after the tax cut actually occurred. We had greater revenue.""","By Louis Jacobson • March 7, 2019"
2563,pants-fire,"In Wisconsin, because a key provision of the Voting Rights Act was not in effect,  ""somewhere between 40,000 and 80,000 people were turned away from the polls (in 2016) because of the color of their skin"" and other factors.","By D.L. Davis • March 6, 2019"
